attendance,study_hours,assignment_score,previous_exam_score,internal_test_score,sleep_hours,screen_time,assignments_completed,class_participation,previous_backlogs,performance
82.1,2.8,98.1,95.0,85.4,7.2,2.4,100,81.5,0,Excellent
75.4,6.6,76.9,66.7,75.0,7.3,5.3,53.5,63.0,0,Excellent
89.6,4.4,71.6,82.2,69.4,7.5,6.4,79.5,60.2,0,Excellent
93.2,5.4,81.4,72.4,75.2,7.5,2.6,100,80.7,0,Excellent
71.1,0.5,56.0,38.0,37.9,9.6,6.5,63.8,38.8,4,Poor
93.7,6.1,63.3,93.7,62.7,7.3,0.9,91.7,79.4,0,Excellent
88.4,2.1,75.8,70.9,90.1,7.6,6.0,86.8,100,0,Good
72.7,2.2,57.3,69.1,66.9,8.0,4.6,71.0,52.0,0,Good
81.1,4.8,58.4,73.1,71.5,9.3,7.0,70.8,62.5,2,Average
69.7,4.8,77.2,78.2,72.2,6.4,7.3,73.1,62.9,2,Good
83.9,5.2,68.3,56.8,50.0,8.3,3.6,63.5,54.7,3,Good
78.4,3.5,79.5,87.5,77.5,7.0,3.6,77.1,94.9,0,Good
89.9,4.0,67.7,62.5,64.8,6.9,5.4,45.6,51.9,0,Good
63.4,0.6,46.2,36.5,65.2,5.1,6.6,38.6,88.3,4,Poor
97.2,5.5,72.2,82.4,96.2,6.0,0.5,93.8,68.6,0,Excellent
75.7,4.7,75.8,59.7,99.6,8.0,5.4,59.7,77.3,1,Good
77.3,1.6,71.1,57.2,57.1,7.7,4.8,70.4,66.0,2,Average
99.1,5.0,72.5,85.6,77.1,10,4.8,97.7,81.0,0,Excellent
73.8,4.8,64.1,46.2,66.6,6.7,5.1,72.8,34.8,1,Average
84.3,4.6,89.3,78.0,74.1,7.8,3.3,76.2,80.7,0,Excellent
85.7,6.5,67.3,92.5,89.3,7.1,2.8,98.0,57.4,0,Excellent
81.0,1.7,66.3,68.4,58.8,5.4,4.3,94.2,69.0,2,Average
63.7,0.5,41.8,48.8,70.5,5.2,8.0,60.9,48.4,5,Poor
58.6,1.0,44.0,48.1,51.8,7.6,5.1,61.8,48.9,2,Average
82.2,4.3,87.8,67.1,92.0,6.2,3.3,92.1,88.8,0,Good
83.8,2.8,84.8,77.1,65.3,6.8,4.5,68.2,47.7,2,Good
75.8,1.5,52.9,46.9,44.0,5.6,7.3,58.9,55.2,4,Poor
94.4,4.0,76.5,80.4,74.9,6.3,5.2,77.2,49.6,0,Good
72.4,3.7,69.2,61.7,62.3,8.8,6.7,75.5,54.2,0,Average
72.4,2.3,64.2,64.2,71.5,6.7,1.8,57.5,61.3,2,Average
56.6,0.5,48.3,40.2,61.5,8.3,5.9,57.9,49.2,3,Poor
89.5,2.6,67.0,67.9,59.0,8.4,5.7,100,47.2,2,Good
69.4,4.1,59.5,71.3,64.5,7.6,4.4,57.7,76.1,2,Good
100,7.1,82.6,71.6,74.3,6.1,3.9,100,76.9,0,Excellent
72.4,3.8,75.7,49.6,64.7,7.7,3.3,82.9,43.5,2,Good
87.6,5.3,76.0,87.5,85.4,6.5,0.5,92.8,93.3,0,Excellent
82.3,3.0,85.5,71.4,92.2,7.9,5.6,73.3,76.6,0,Excellent
85.2,4.6,70.3,81.4,68.7,5.9,4.6,80.7,35.5,0,Good
75.3,0.5,64.3,54.5,58.2,6.6,3.6,47.9,79.5,1,Average
91.4,3.5,72.8,78.6,74.3,8.4,3.8,73.2,75.1,0,Good
75.9,2.0,67.3,64.6,84.1,5.3,7.4,75.7,72.7,2,Average
53.3,1.1,57.9,46.3,40.1,7.1,5.5,71.3,42.5,5,Poor
85.7,5.3,73.2,73.9,61.8,7.1,6.1,77.3,71.9,1,Good
77.6,3.8,85.1,72.7,69.9,7.7,4.0,71.9,43.3,1,Good
63.5,2.1,54.9,58.4,69.1,5.7,6.4,75.3,45.4,1,Average
78.8,2.4,60.7,58.7,63.2,6.7,3.8,61.9,51.5,3,Average
79.2,3.3,71.4,46.4,36.6,8.1,3.3,49.1,42.4,3,Poor
68.8,1.3,49.9,59.5,54.2,8.0,7.7,42.7,22.9,4,Poor
80.0,0.5,58.1,39.0,60.2,5.4,4.9,52.0,30.4,3,Poor
60.0,0.7,40.4,50.7,39.7,6.8,3.9,44.5,35.8,2,Poor
72.2,3.2,64.8,44.5,74.2,8.2,5.8,58.0,67.2,1,Average
74.9,4.6,78.1,94.0,82.7,6.6,2.9,84.3,86.3,1,Excellent
72.7,0.9,58.5,66.1,49.4,6.6,8.1,52.2,31.1,4,Poor
83.6,4.6,86.0,68.0,84.8,6.0,1.9,73.8,41.3,0,Good
83.7,5.5,79.5,56.0,73.3,6.3,3.2,72.3,83.0,0,Excellent
90.4,2.6,83.5,67.6,81.0,6.7,6.2,84.4,71.4,0,Good
82.8,4.4,77.0,91.4,75.9,6.2,3.2,88.9,95.3,1,Excellent
47.6,0.5,57.6,33.0,54.5,7.4,4.8,54.5,29.4,4,Poor
88.0,5.3,76.6,69.7,63.5,6.7,5.8,98.9,72.1,2,Excellent
72.5,2.8,42.7,56.4,55.0,7.0,8.8,51.9,40.8,2,Poor
69.8,0.6,56.5,52.6,64.5,6.4,5.3,60.3,39.1,3,Poor
64.1,0.5,50.8,40.0,52.3,7.3,6.1,77.0,55.0,2,Poor
60.0,0.8,58.4,45.6,55.2,6.7,5.8,44.8,53.5,3,Poor
75.0,2.1,55.4,45.0,64.6,6.9,7.0,63.7,35.1,1,Average
93.7,4.2,73.9,84.2,66.0,8.9,6.8,68.6,69.9,0,Good
73.4,2.9,66.2,47.6,48.7,6.9,6.4,40.2,47.3,4,Poor
88.3,2.9,68.3,80.7,70.1,5.7,5.7,61.2,58.1,1,Average
97.2,5.9,95.6,72.3,86.8,6.6,2.6,72.1,59.6,1,Excellent
66.2,0.5,48.0,43.2,52.5,5.4,4.9,63.7,33.2,1,Poor
63.7,0.6,61.2,30.8,27.2,6.6,8.4,51.2,50.6,4,Poor
77.8,6.8,76.8,65.7,91.1,6.7,3.6,81.6,64.8,1,Excellent
70.5,1.6,58.8,39.9,41.1,6.3,5.2,73.5,43.5,2,Poor
95.1,5.1,75.1,92.9,76.6,8.9,2.0,70.7,81.9,0,Excellent
77.4,3.7,67.1,63.5,69.7,6.4,3.7,76.1,38.8,0,Good
69.7,0.5,59.3,61.2,43.5,7.0,5.9,28.7,27.6,3,Poor
75.1,2.7,67.2,46.5,54.9,7.6,9.0,75.9,42.2,4,Poor
88.2,6.7,82.9,83.1,53.6,8.8,4.7,96.1,73.0,0,Excellent
87.4,3.3,67.9,68.3,67.0,7.2,7.6,88.3,48.4,2,Good
65.0,0.7,47.4,59.9,49.2,7.7,7.0,72.0,40.3,1,Poor
94.7,6.8,83.7,80.5,72.9,7.4,5.4,93.0,74.3,0,Good
82.9,5.5,89.3,82.9,74.0,7.8,6.8,63.2,66.8,1,Good
82.5,6.7,68.6,73.1,81.4,5.6,4.3,100,99.7,1,Good
97.5,4.4,78.7,86.4,53.2,7.9,3.4,92.7,47.0,0,Good
79.2,3.6,63.3,68.9,62.8,7.3,5.5,72.5,72.9,0,Good
64.7,1.1,81.8,59.6,58.6,8.7,5.7,61.5,37.1,2,Average
85.1,2.9,78.2,63.5,75.5,4.5,8.0,72.8,68.1,2,Average
54.2,0.5,68.2,25.1,39.9,8.0,6.4,49.2,26.7,2,Poor
75.8,0.8,59.1,54.7,59.3,6.7,7.9,47.4,38.7,3,Poor
70.1,1.3,88.5,57.2,70.7,8.2,5.9,66.6,61.3,1,Average
81.1,5.9,84.9,74.2,76.6,6.0,3.7,86.4,82.6,1,Excellent
87.8,5.9,79.7,98.1,57.8,7.0,3.7,90.8,80.2,0,Excellent
60.4,1.0,57.7,56.2,64.2,6.5,4.9,61.2,46.5,3,Poor
69.7,3.3,46.0,57.1,42.7,6.8,3.7,67.6,24.6,2,Poor
58.9,0.5,57.8,53.6,48.7,7.2,6.9,90.8,60.2,3,Poor
90.5,3.4,74.4,74.1,55.4,6.7,2.2,86.7,83.9,2,Good
71.1,3.5,68.9,72.1,73.8,7.3,3.5,64.7,80.1,0,Good
85.8,4.1,61.1,61.6,55.1,6.6,7.4,68.4,33.6,3,Average
76.4,1.0,69.5,32.9,61.3,7.9,6.4,58.7,64.5,3,Poor
77.6,1.5,78.0,68.4,58.4,6.2,2.8,84.3,39.1,2,Average
80.5,2.4,67.5,53.3,69.4,9.3,5.6,69.9,40.1,4,Average
91.1,3.6,69.8,62.9,70.6,5.7,4.3,72.1,58.7,0,Good
86.4,4.7,75.4,66.3,75.2,5.3,5.1,88.2,66.4,1,Good
78.5,1.3,55.5,41.2,56.2,7.1,6.0,56.2,11.0,4,Poor
75.1,7.0,63.9,79.4,91.8,6.6,5.3,70.4,72.5,1,Good
72.0,1.0,69.2,56.6,69.2,5.9,4.2,84.6,35.5,2,Poor
89.1,2.3,85.1,68.4,68.5,7.0,4.1,84.9,53.7,2,Good
82.7,4.9,81.6,69.6,77.0,7.0,0.8,67.6,63.4,0,Excellent
64.8,0.5,59.3,24.2,65.2,7.5,6.3,58.2,68.7,0,Average
71.1,2.4,72.3,57.3,60.4,6.2,3.4,62.7,61.9,1,Good
72.5,1.5,61.7,66.6,36.9,5.4,2.9,63.5,40.1,5,Average
81.9,6.6,85.9,71.7,76.4,6.9,3.2,91.0,39.8,0,Excellent
68.2,3.3,73.1,39.4,85.1,6.5,6.2,74.4,53.4,1,Average
50.8,1.4,62.6,62.5,39.3,6.5,6.5,53.2,52.4,2,Poor
70.3,3.2,83.3,67.8,87.1,4.8,5.9,86.4,40.9,0,Good
59.9,2.4,64.0,56.8,62.0,6.6,7.5,77.7,46.4,3,Average
77.4,0.7,62.1,69.4,51.7,6.0,5.2,71.6,45.3,2,Poor
92.9,5.9,84.1,81.0,83.6,5.9,4.0,75.6,100.0,0,Excellent
83.4,6.0,68.4,76.1,64.9,7.9,2.7,92.9,69.9,0,Excellent
95.1,4.4,86.8,81.4,67.3,6.9,5.4,77.5,55.1,1,Good
80.7,5.6,73.7,91.5,79.2,7.6,4.2,78.0,51.0,0,Excellent
82.4,6.1,64.7,67.7,84.6,9.2,3.9,75.4,72.6,0,Good
74.8,4.0,70.2,52.3,72.7,4.4,5.5,96.0,44.6,1,Average
73.7,4.5,60.8,66.6,63.4,6.3,4.0,58.2,57.0,2,Average
77.6,2.3,55.0,59.1,58.0,6.9,4.7,69.9,32.8,1,Average
100,4.6,77.1,73.4,76.4,7.2,3.9,100,74.4,0,Excellent
96.0,0.9,58.0,49.6,56.1,6.5,6.4,64.4,65.0,4,Average
83.4,3.4,73.2,79.4,77.5,8.4,4.6,84.7,78.0,0,Good
63.3,3.9,64.7,61.7,37.0,7.0,6.4,58.6,16.6,3,Average
72.7,0.8,43.9,55.9,46.3,6.7,5.2,55.6,70.4,3,Poor
78.3,3.0,81.1,52.6,36.3,8.1,3.3,67.7,51.6,3,Average
93.9,3.8,61.7,83.0,77.3,6.8,3.8,75.7,84.5,0,Good
80.8,2.0,60.9,50.8,57.0,7.6,7.2,84.0,49.5,2,Average
80.7,3.5,84.5,74.9,81.4,7.4,6.2,73.0,44.0,2,Good
81.0,6.1,83.8,61.4,64.8,5.6,3.3,65.7,61.1,1,Good
83.2,1.0,63.6,58.3,54.8,6.3,5.3,68.9,46.8,4,Poor
88.7,3.6,78.6,66.5,80.7,7.6,4.0,60.3,67.2,0,Good
70.9,2.6,65.1,59.0,44.6,6.4,5.4,68.1,47.9,3,Average
62.7,1.3,69.7,48.9,59.0,7.5,3.3,72.6,50.6,5,Poor
55.3,1.2,58.7,52.1,39.0,8.4,7.2,57.9,42.9,2,Poor
67.0,2.3,50.2,56.9,58.1,7.4,5.2,61.5,45.1,5,Poor
84.1,5.2,83.0,92.5,70.6,6.1,1.8,83.6,83.0,2,Excellent
67.1,3.1,77.2,55.5,46.5,7.9,2.5,77.8,74.3,2,Good
69.4,1.2,52.9,54.4,47.0,8.2,5.5,72.8,53.5,2,Poor
89.6,0.8,75.4,66.6,75.6,6.5,2.4,86.2,50.0,2,Average
76.6,2.2,68.0,67.1,74.0,7.1,4.9,77.8,67.6,2,Good
91.9,3.2,79.3,66.7,73.8,7.9,1.3,74.4,79.8,0,Good
61.0,1.1,50.0,42.9,38.8,9.2,6.7,69.9,39.3,3,Poor
66.2,3.1,61.1,58.3,55.1,7.2,7.3,53.7,51.1,4,Average
52.6,1.1,63.1,52.4,48.7,7.3,6.1,47.1,26.2,3,Poor
76.8,2.1,60.1,57.1,69.5,8.0,5.6,59.8,42.9,2,Average
65.9,1.3,61.0,38.8,47.2,7.6,3.8,45.8,40.6,4,Poor
53.5,0.5,44.0,34.5,39.3,8.8,5.6,57.0,39.8,4,Poor
80.2,2.7,74.6,71.8,73.7,7.5,3.9,67.6,63.3,0,Good
73.7,1.7,43.8,43.9,49.2,5.4,4.4,45.3,64.7,2,Average
74.9,3.8,64.5,77.4,70.3,6.1,4.6,100,71.0,2,Good
71.9,0.5,38.7,51.0,59.9,7.6,7.2,65.8,49.5,2,Poor
88.0,6.8,76.1,82.1,75.0,7.3,4.3,93.0,57.1,0,Excellent
63.8,0.5,55.1,56.4,65.6,9.5,6.7,59.4,31.1,2,Poor
93.0,4.9,81.5,68.3,63.7,7.5,4.2,64.7,78.8,2,Excellent
82.7,3.7,69.9,75.2,65.4,6.5,3.2,81.6,74.2,0,Good
90.7,5.8,96.7,94.9,83.0,8.5,4.2,77.0,65.9,0,Excellent
90.6,4.3,77.1,80.7,89.1,8.5,5.8,81.6,74.9,1,Excellent
92.4,4.3,70.6,78.4,68.2,5.0,6.1,72.1,100,0,Excellent
88.9,0.5,51.6,58.1,48.0,8.0,5.2,49.4,57.5,5,Poor
86.7,3.4,70.6,88.5,67.7,7.5,5.9,92.3,75.2,0,Good
53.4,2.9,67.7,67.1,50.9,7.5,5.3,74.5,74.9,3,Average
87.0,2.6,57.6,54.9,53.9,7.3,4.7,61.8,45.3,3,Average
73.6,1.3,49.1,50.3,44.3,7.9,7.1,44.2,45.2,3,Poor
72.6,0.6,49.2,27.5,56.6,6.8,6.3,43.6,38.9,0,Poor
80.7,5.1,87.8,69.3,68.9,8.4,7.7,97.1,81.2,0,Excellent
93.1,3.3,70.7,70.2,87.6,7.3,5.9,100,61.7,0,Good
93.4,5.8,70.7,69.9,73.7,5.1,3.0,100,97.2,0,Excellent
79.5,2.2,70.3,58.7,71.3,6.8,4.2,42.7,34.7,3,Average
96.8,5.1,87.1,76.3,82.6,7.5,4.4,89.5,88.2,0,Excellent
84.1,1.1,66.1,66.1,61.9,5.1,4.1,76.9,42.5,1,Average
79.9,5.1,67.9,68.4,40.7,7.6,5.5,71.6,62.3,2,Good
92.1,4.7,71.6,75.8,93.0,7.0,5.5,83.9,60.8,0,Excellent
85.9,5.9,95.4,85.5,92.4,6.9,4.3,100,84.7,0,Excellent
95.0,6.6,74.9,65.8,74.1,7.0,5.2,74.1,91.3,1,Excellent
65.0,4.3,74.9,55.9,69.1,7.0,4.7,75.9,47.4,1,Good
78.8,0.6,76.8,66.7,67.0,8.6,4.1,69.9,68.0,4,Poor
60.2,0.9,62.5,61.2,38.8,5.6,4.5,37.2,48.0,3,Poor
65.1,3.0,55.4,56.0,66.9,6.5,3.0,68.8,68.8,3,Good
68.8,3.0,60.2,49.6,73.2,8.6,6.1,61.0,56.1,1,Average
99.3,6.5,87.7,63.0,92.3,7.9,1.0,84.9,80.1,0,Excellent
80.7,2.7,68.0,74.2,78.6,4.4,0.5,91.9,70.5,1,Good
83.5,2.9,61.8,44.3,88.0,5.8,4.1,67.4,34.2,3,Average
77.3,6.0,82.4,94.7,47.9,5.7,2.7,75.0,85.0,1,Good
78.2,1.0,47.6,60.3,34.8,7.4,8.4,69.2,39.1,3,Poor
74.2,1.6,79.8,66.3,67.6,5.4,3.3,83.8,43.5,1,Average
70.5,2.7,52.9,54.3,63.4,7.1,6.7,84.7,54.3,3,Average
81.3,4.2,82.2,69.9,75.4,8.6,3.3,86.2,57.9,0,Good
71.7,0.5,50.3,43.3,51.9,8.1,2.3,77.5,48.3,1,Average
91.5,2.0,82.8,94.2,63.0,5.9,4.1,60.7,85.5,3,Good
